"Project.ID","Deployment.Location.ID","Species","Date_Time.Captured","Age","Sex","Number.of.Animals","Minimum.Group.Size","Behaviour","Blank"
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:54:56,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:54:57,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:54:58,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:55:02,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:55:07,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:55:08,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2018-12-18 20:55:11,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:37:51,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:37:52,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:37:54,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:37:55,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:29,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:31,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:32,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:34,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:36,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-20 14:38:48,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:58:59,"Unidentified","",2,2,"",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:00,"Unidentified","",2,2,"",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:02,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:03,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:04,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:08,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:33,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:35,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:54,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:56,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-04-21 19:59:57,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2019-05-07 09:43:59,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2019-05-07 09:44:01,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2019-05-07 09:44:03,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar08","Odocoileus virginianus",2019-05-07 09:44:04,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:29,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:30,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:32,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:55,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:56,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:57,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:31:58,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:32:00,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Rangifer tarandus",2019-05-23 08:32:03,"Adult","Male",1,2,"Inspecting camera",FALSE
"Algar","Algar08","Alces alces",2019-08-04 05:31:51,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-04 05:31:52,"Unidentified","",2,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-04 05:31:54,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-04 05:31:55,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Lepus americanus",2019-08-13 02:02:40,"Unidentified","",1,1,"",FALSE
"Algar","Algar08","Alces alces",2019-08-13 09:10:46,"Unidentified","",1,1,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-13 09:10:47,"Unidentified","",1,1,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-13 09:10:49,"Unidentified","",1,1,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-13 09:10:50,"Unidentified","",1,1,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:50,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:52,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:53,"Unidentified","",2,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:54,"Unidentified","",2,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:55,"Unidentified","",2,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:57,"Unidentified","",2,2,"Travelling",FALSE
"Algar","Algar08","Alces alces",2019-08-17 06:50:58,"Unidentified","",1,2,"Travelling",FALSE
"Algar","Algar08","Canis lupus",2019-11-17 18:00:39,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Odocoileus virginianus",2018-11-16 05:01:45,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Odocoileus virginianus",2018-11-16 05:01:46,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Odocoileus virginianus",2018-11-16 05:01:47,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:43:55,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:43:56,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:43:57,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:43:58,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:43:59,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Cervus canadensis",2018-11-18 17:44:01,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar27","Canis latrans",2018-11-25 14:11:36,"Unidentified","",1,1,"",FALSE
"Algar","Algar27","Canis latrans",2018-11-25 14:11:38,"Unidentified","",1,1,"",FALSE
"Algar","Algar27","Canis lupus",2018-12-11 10:14:10,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2018-12-13 22:58:20,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2018-12-13 22:58:22,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2018-12-13 22:58:23,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2018-12-13 22:58:26,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2018-12-13 22:58:27,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis latrans",2019-01-06 05:47:48,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis latrans",2019-01-07 00:14:47,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis latrans",2019-01-07 00:14:48,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2019-01-11 03:21:55,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2019-01-11 03:21:56,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Alces alces",2019-01-28 17:56:09,"Adult + Juvenile","Female",1,2,"Travelling",FALSE
"Algar","Algar27","Alces alces",2019-01-28 17:56:10,"Adult + Juvenile","Female",1,2,"Travelling",FALSE
"Algar","Algar27","Alces alces",2019-01-28 17:56:12,"Adult + Juvenile","Female",1,2,"Travelling",FALSE
"Algar","Algar27","Alces alces",2019-01-28 17:56:13,"Adult + Juvenile","Female",1,2,"Travelling",FALSE
"Algar","Algar27","Canis lupus",2019-02-12 16:54:26,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-02-20 18:05:21,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-20 19:54:50,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-20 19:54:51,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-20 19:54:52,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-23 07:20:34,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-23 07:20:35,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-23 07:20:37,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-30 00:43:51,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-30 00:43:52,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar27","Lynx canadensis",2019-03-30 00:43:53,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:47,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:49,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:50,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:52,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:54,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:55,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:57,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:56:58,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:57:13,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:57:14,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:57:15,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:57:17,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:57:18,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:06,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:08,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:10,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:12,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:13,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 00:58:14,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 01:41:50,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 01:41:52,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-22 01:41:53,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-27 22:37:29,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-27 22:37:30,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-27 22:37:31,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-27 22:37:33,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-11-27 22:37:34,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Lynx canadensis",2018-12-03 18:03:00,"Adult","",1,1,"",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:47,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:49,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:51,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:53,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:54,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:56,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-08 08:15:57,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Canis lupus",2018-12-11 00:57:14,"Adult","",1,3,"Travelling",FALSE
"Algar","Algar29","Canis lupus",2018-12-11 00:57:42,"Adult","",1,3,"Travelling",FALSE
"Algar","Algar29","Canis lupus",2018-12-11 00:57:52,"Adult","",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:28:41,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:28:44,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:28:47,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:47,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:48,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:49,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:51,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:52,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2018-12-20 23:29:53,"Adult","Male",1,2,"Travelling",FALSE
"Algar","Algar29","Alces alces",2019-02-11 04:59:50,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 04:59:52,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 04:59:59,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:00,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:02,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:13,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:16,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:17,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:18,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:20,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:22,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:25,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:27,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:29,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:49,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:51,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:54,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:57,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:00:58,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:02,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:06,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:08,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:11,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:13,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:15,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:01:17,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:02:08,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Alces alces",2019-02-11 05:02:09,"Unidentified","",1,1,"Foraging",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:18:54,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:18:55,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:18:56,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:18:57,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:00,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:01,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:02,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:25,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:28,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:40,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 00:19:47,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:35,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:37,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:38,"Adult","Male",2,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:39,"Adult","Male",2,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:41,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:43,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:45,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:07:46,"Adult","Male",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:08:20,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:08:21,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-12 15:08:23,"Adult","Male",1,1,"Travelling",FALSE
"Algar","Algar29","Ursus americanus",2019-04-15 19:36:06,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Ursus americanus",2019-04-15 19:36:08,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Ursus americanus",2019-04-15 19:39:06,"Adult","",1,1,"",FALSE
"Algar","Algar29","Alces alces",2019-04-17 10:42:21,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:14,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:16,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:17,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:19,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:31,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-04-21 08:12:34,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Alces alces",2019-04-23 15:44:34,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Alces alces",2019-04-23 15:44:35,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-28 17:25:55,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-28 17:25:57,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-29 17:27:26,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-29 17:28:29,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-30 17:18:20,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-30 17:18:23,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-30 17:19:58,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-04-30 17:20:00,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-07 12:41:45,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-07 12:41:49,"Adult","",2,2,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-07 12:41:52,"Adult","",1,2,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-07 16:34:53,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:11,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:13,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:14,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:24,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:25,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:51:27,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:52:00,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:52:02,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-08 10:52:04,"Adult","Female",1,3,"Travelling",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:11:21,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:12:32,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:12:55,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:12:57,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:12:59,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:02,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:05,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:10,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:15,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:17,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:19,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:21,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:23,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:25,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:27,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:30,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:32,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:33,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:34,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:46,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:48,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Alces alces",2019-05-16 11:13:50,"Adult","Male",1,1,"Inspecting camera",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-18 06:08:48,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-18 06:08:49,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-18 06:08:51,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-21 06:27:10,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-21 06:27:34,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-21 06:27:37,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Grus canadensis",2019-05-21 06:27:39,"Adult","",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-21 22:16:51,"Adult","Female",1,1,"Travelling",FALSE
"Algar","Algar29","Odocoileus virginianus",2019-05-21 22:16:53,"Adult","Female",1,1,"Travelling",FALSE
