"project_id","camera_id","camera_name","make","model","serial_number","year_purchased"
2003269,2044692,"C133a",NA,"",NA,NA
2003269,2044698,"C128a",NA,"",NA,NA
2003269,2044699,"C172a",NA,"",NA,NA
2003269,2044700,"C175a",NA,"",NA,NA
2003269,2044702,"C132a",NA,"",NA,NA
2003269,2044703,"C156a",NA,"",NA,NA
2003269,2044706,"C154a",NA,"",NA,NA
2003269,2044707,"C174a",NA,"",NA,NA
2003269,2044710,"C185a",NA,"",NA,NA
2003269,2044711,"C186a",NA,"",NA,NA
2003269,2044712,"C014a",NA,"",NA,NA
2003269,2044738,"C194a",NA,"",NA,NA
2003269,2044830,"C136a",NA,"",NA,NA
2003269,2044831,"C137a",NA,"",NA,NA
2003269,2044832,"C191a",NA,"",NA,NA
2003269,2044834,"C187a",NA,"",NA,NA
2003269,2044835,"C169a",NA,"",NA,NA
2003269,2044836,"C126a",NA,"",NA,NA
2003269,2044837,"C192a",NA,"",NA,NA
2003269,2044838,"C177a",NA,"",NA,NA
2003269,2044839,"C164a",NA,"",NA,NA
2003269,2044840,"C140a",NA,"",NA,NA
2003269,2044841,"C003a",NA,"",NA,NA
2003269,2044842,"C048a",NA,"",NA,NA
2003269,2044843,"C173a",NA,"",NA,NA
2003269,2044849,"C270a",NA,"",NA,NA
2003269,2044850,"C361b",NA,"",NA,NA
2003269,2044851,"C325a",NA,"",NA,NA
2003269,2044852,"C348b",NA,"",NA,NA
2003269,2044853,"C342b",NA,"",NA,NA
2003269,2044854,"C290a",NA,"",NA,NA
2003269,2044855,"C354b",NA,"",NA,NA
2003269,2044856,"C389b",NA,"",NA,NA
2003269,2044857,"C377b",NA,"",NA,NA
2003269,2044858,"C394b",NA,"",NA,NA
2003269,2044859,"C142b",NA,"",NA,NA
2003269,2044869,"C181a",NA,"",NA,NA
2003269,2044870,"C380b",NA,"",NA,NA
2003269,2044873,"C102b",NA,"",NA,NA
2003269,2044874,"C108b",NA,"",NA,NA
2003269,2044876,"C344b",NA,"",NA,NA
2003269,2044910,"C064a",NA,"",NA,NA
2003269,2044911,"C353b",NA,"",NA,NA
2003269,2045724,"C391b",NA,"",NA,NA
2003269,2045728,"C111b",NA,"",NA,NA
2003269,2045738,"C079a",NA,"",NA,NA
2003269,2045846,"C198a",NA,"",NA,NA
2003269,2045848,"C341b",NA,"",NA,NA
2003269,2045904,"C373b",NA,"",NA,NA
