"project_id","deployment_id","image_id","filename","location","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","timestamp","number_of_objects","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license","placename","group_size","temperature"
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-01-58.JPG","Algar29__2018-05-08__08-01-58.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:01:58,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-01-59.JPG","Algar29__2018-05-08__08-01-59.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:01:59,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-02-25.JPG","Algar29__2018-05-08__08-02-25.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:02:25,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-02-26.JPG","Algar29__2018-05-08__08-02-26.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:02:26,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-02-28.JPG","Algar29__2018-05-08__08-02-28.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:02:28,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__08-02-29.JPG","Algar29__2018-05-08__08-02-29.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-05-08 08:02:29,1,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__15-32-44.JPG","Algar29__2018-05-08__15-32-44.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-08 15:32:44,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__15-37-21.JPG","Algar29__2018-05-08__15-37-21.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-08 15:37:21,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__15-37-23.JPG","Algar29__2018-05-08__15-37-23.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-08 15:37:23,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__15-37-25.JPG","Algar29__2018-05-08__15-37-25.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-08 15:37:25,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-08__15-37-27.JPG","Algar29__2018-05-08__15-37-27.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-08 15:37:27,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-06-51.JPG","Algar29__2018-05-09__09-06-51.JPG","",0,"ERT","",NA,NA,NA,"Unknown","unknown","","",2018-05-09 09:06:51,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-06-55.JPG","Algar29__2018-05-09__09-06-55.JPG","",0,"ERT","",NA,NA,NA,"Unknown","unknown","","",2018-05-09 09:06:55,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-07-04.JPG","Algar29__2018-05-09__09-07-04.JPG","",0,"ERT","",NA,NA,NA,"Unknown","unknown","","",2018-05-09 09:07:04,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-07-06.JPG","Algar29__2018-05-09__09-07-06.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-09 09:07:06,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-07-09.JPG","Algar29__2018-05-09__09-07-09.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-09 09:07:09,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__09-07-11.JPG","Algar29__2018-05-09__09-07-11.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-09 09:07:11,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-09__16-38-53.JPG","Algar29__2018-05-09__16-38-53.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-09 16:38:53,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-07.JPG","Algar29__2018-05-10__21-37-07.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:07,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-09.JPG","Algar29__2018-05-10__21-37-09.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:09,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-17.JPG","Algar29__2018-05-10__21-37-17.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:17,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-18.JPG","Algar29__2018-05-10__21-37-18.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:18,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-22.JPG","Algar29__2018-05-10__21-37-22.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:22,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-25.JPG","Algar29__2018-05-10__21-37-25.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:25,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-26.JPG","Algar29__2018-05-10__21-37-26.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:26,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-32.JPG","Algar29__2018-05-10__21-37-32.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:32,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-34.JPG","Algar29__2018-05-10__21-37-34.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:34,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-36.JPG","Algar29__2018-05-10__21-37-36.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:36,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-57.JPG","Algar29__2018-05-10__21-37-57.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:57,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-37-58.JPG","Algar29__2018-05-10__21-37-58.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:37:58,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-38-00.JPG","Algar29__2018-05-10__21-38-00.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:38:00,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-38-01.JPG","Algar29__2018-05-10__21-38-01.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:38:01,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-38-02.JPG","Algar29__2018-05-10__21-38-02.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:38:02,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-10__21-38-05.JPG","Algar29__2018-05-10__21-38-05.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-10 21:38:05,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-11__11-01-48.JPG","Algar29__2018-05-11__11-01-48.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-11 11:01:48,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-11__11-01-49.JPG","Algar29__2018-05-11__11-01-49.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-11 11:01:49,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-11__11-01-50.JPG","Algar29__2018-05-11__11-01-50.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-11 11:01:50,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-14__09-06-26.JPG","Algar29__2018-05-14__09-06-26.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-14 09:06:26,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-14__09-06-28.JPG","Algar29__2018-05-14__09-06-28.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-14 09:06:28,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-14__09-06-29.JPG","Algar29__2018-05-14__09-06-29.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-14 09:06:29,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-14__09-06-30.JPG","Algar29__2018-05-14__09-06-30.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-14 09:06:30,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-14__09-06-32.JPG","Algar29__2018-05-14__09-06-32.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-14 09:06:32,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-19__08-30-34.JPG","Algar29__2018-05-19__08-30-34.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-19 08:30:34,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-19__08-30-37.JPG","Algar29__2018-05-19__08-30-37.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-19 08:30:37,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-19__08-30-38.JPG","Algar29__2018-05-19__08-30-38.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-19 08:30:38,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-22__06-22-52.JPG","Algar29__2018-05-22__06-22-52.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-22 06:22:52,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-22__06-22-54.JPG","Algar29__2018-05-22__06-22-54.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-22 06:22:54,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-22__06-22-56.JPG","Algar29__2018-05-22__06-22-56.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-22 06:22:56,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-22__06-22-57.JPG","Algar29__2018-05-22__06-22-57.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-22 06:22:57,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-22__06-22-59.JPG","Algar29__2018-05-22__06-22-59.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-22 06:22:59,1,"Juvenile","Male","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-02.JPG","Algar29__2018-05-24__04-25-02.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:02,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-05.JPG","Algar29__2018-05-24__04-25-05.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:05,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-06.JPG","Algar29__2018-05-24__04-25-06.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:06,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-08.JPG","Algar29__2018-05-24__04-25-08.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:08,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-10.JPG","Algar29__2018-05-24__04-25-10.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:10,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-11.JPG","Algar29__2018-05-24__04-25-11.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:11,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-13.JPG","Algar29__2018-05-24__04-25-13.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:13,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-14.JPG","Algar29__2018-05-24__04-25-14.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:14,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-15.JPG","Algar29__2018-05-24__04-25-15.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:15,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-16.JPG","Algar29__2018-05-24__04-25-16.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:16,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-18.JPG","Algar29__2018-05-24__04-25-18.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:18,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-27.JPG","Algar29__2018-05-24__04-25-27.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:27,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__04-25-28.JPG","Algar29__2018-05-24__04-25-28.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Alces","alces","","",2018-05-24 04:25:28,1,"Juvenile","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-24__14-42-43.JPG","Algar29__2018-05-24__14-42-43.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-24 14:42:43,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-29__16-32-15.JPG","Algar29__2018-05-29__16-32-15.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-05-29 16:32:15,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-31__15-13-33.JPG","Algar29__2018-05-31__15-13-33.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-31 15:13:33,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-31__15-13-38.JPG","Algar29__2018-05-31__15-13-38.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-31 15:13:38,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-31__15-13-40.JPG","Algar29__2018-05-31__15-13-40.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-31 15:13:40,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-05-31__15-13-41.JPG","Algar29__2018-05-31__15-13-41.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-05-31 15:13:41,1,"Adult","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-03__14-14-37.JPG","Algar29__2018-06-03__14-14-37.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-03 14:14:37,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-03__14-32-50.JPG","Algar29__2018-06-03__14-32-50.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-03 14:32:50,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-03__14-32-52.JPG","Algar29__2018-06-03__14-32-52.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-03 14:32:52,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-12__09-29-27.JPG","Algar29__2018-06-12__09-29-27.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-12 09:29:27,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-12__09-29-29.JPG","Algar29__2018-06-12__09-29-29.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-12 09:29:29,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-14__07-19-25.JPG","Algar29__2018-06-14__07-19-25.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-14 07:19:25,1,"Adult","Female","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-14__07-19-28.JPG","Algar29__2018-06-14__07-19-28.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-14 07:19:28,1,"Adult","Female","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-15__10-22-43.JPG","Algar29__2018-06-15__10-22-43.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-15 10:22:43,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-15__10-22-44.JPG","Algar29__2018-06-15__10-22-44.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-15 10:22:44,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-15__10-22-46.JPG","Algar29__2018-06-15__10-22-46.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-15 10:22:46,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-15__10-22-48.JPG","Algar29__2018-06-15__10-22-48.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-15 10:22:48,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-15__20-36-05.JPG","Algar29__2018-06-15__20-36-05.JPG","",0,"ERT","","Aves","Gruiformes","Gruidae","Grus","canadensis","","",2018-06-15 20:36:05,2,"Adult","","","","","","","","","","ALG029",2,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-16__15-33-09.JPG","Algar29__2018-06-16__15-33-09.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-16 15:33:09,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__14-59-37.JPG","Algar29__2018-06-18__14-59-37.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 14:59:37,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__16-22-23.JPG","Algar29__2018-06-18__16-22-23.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 16:22:23,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__16-22-27.JPG","Algar29__2018-06-18__16-22-27.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 16:22:27,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__16-34-47.JPG","Algar29__2018-06-18__16-34-47.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 16:34:47,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__16-41-09.JPG","Algar29__2018-06-18__16-41-09.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 16:41:09,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-18__16-41-11.JPG","Algar29__2018-06-18__16-41-11.JPG","",1,"ERT","",NA,NA,NA,"","blank","","",2018-06-18 16:41:11,0,"Unidentified","","","","","","","","","","ALG029",0,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-27__22-13-14.JPG","Algar29__2018-06-27__22-13-14.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-27 22:13:14,1,"Adult","Female","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-27__22-13-15.JPG","Algar29__2018-06-27__22-13-15.JPG","",0,"ERT","",NA,NA,NA,"Unknown","unknown","","",2018-06-27 22:13:15,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-27__22-13-18.JPG","Algar29__2018-06-27__22-13-18.JPG","",0,"ERT","",NA,NA,NA,"Unknown","unknown","","",2018-06-27 22:13:18,1,"Unidentified","","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-28__03-32-25.JPG","Algar29__2018-06-28__03-32-25.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-28 03:32:25,1,"Adult","Female","","","","","","","","","ALG029",1,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-28__09-17-26.JPG","Algar29__2018-06-28__09-17-26.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-28 09:17:26,1,"Adult + Juvenile","Female","","","","","","","","","ALG029",3,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-28__09-17-27.JPG","Algar29__2018-06-28__09-17-27.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-28 09:17:27,2,"Adult + Juvenile","Female","","","","","","","","","ALG029",3,NA
"AlgarRestorationProject","ALG029_2018-04-07","Algar29__2018-06-28__09-17-29.JPG","Algar29__2018-06-28__09-17-29.JPG","",0,"ERT","","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","","",2018-06-28 09:17:29,2,"Adult + Juvenile","Female","","","","","","","","","ALG029",3,NA
