"Project.ID","Deployment.Location.ID","Species","Date_Time.Captured","Age","Sex","Number.of.Animals","Minimum.Group.Size","Behaviour","Blank","Event.ID","Event.Duration","Event.Groupsize","Event.Observations"
"Algar","Algar38","Grus canadensis",2019-08-02 11:52:00,"Adult","",1,1,"",FALSE,"E248",0,1,1
"Algar","Algar38","Grus canadensis",2019-08-09 13:39:30,"Adult","",1,4,"Travelling",FALSE,"E249",26,4,7
"Algar","Algar38","Rangifer tarandus",2019-08-17 14:38:51,"Adult","",1,1,"",FALSE,"E250",1,1,2
"Algar","Algar38","Rangifer tarandus",2019-11-20 10:49:55,"Adult","",1,3,"Travelling",FALSE,"E251",15,3,4
"Algar","Algar39","Canis lupus",2018-12-14 00:25:37,"Adult","",1,1,"Travelling",FALSE,"E252",4,1,3
"Algar","Algar39","Canis lupus",2018-12-14 10:06:58,"Adult","",1,1,"Travelling",FALSE,"E253",37,1,6
"Algar","Algar39","Canis lupus",2018-12-21 07:59:12,"Adult","",1,2,"Travelling",FALSE,"E254",49,2,6
"Algar","Algar39","Canis lupus",2019-03-20 18:18:02,"Adult","",1,1,"Travelling",FALSE,"E255",3,1,3
"Algar","Algar39","Grus canadensis",2019-05-02 16:20:06,"Adult","",2,2,"",FALSE,"E256",0,2,1
"Algar","Algar39","Ursus americanus",2019-05-11 18:40:20,"Adult","",1,1,"Travelling",FALSE,"E257",3,1,2
"Algar","Algar39","Ursus americanus",2019-05-23 14:01:21,"Adult","",1,1,"Travelling",FALSE,"E258",4,1,3
"Algar","Algar39","Grus canadensis",2019-05-24 05:09:16,"Adult","",1,3,"Travelling",FALSE,"E259",15,3,5
"Algar","Algar39","Canis lupus",2019-06-05 16:21:28,"Adult","",1,1,"Travelling",FALSE,"E260",0,1,1
"Algar","Algar39","Grus canadensis",2019-07-03 19:57:15,"Adult","",1,3,"Travelling",FALSE,"E261",3,3,3
"Algar","Algar39","Grus canadensis",2019-07-10 12:28:14,"Adult","",2,2,"",FALSE,"E262",1,2,2
"Algar","Algar39","Grus canadensis",2019-07-20 07:29:30,"Adult","",2,2,"Travelling",FALSE,"E263",11,2,5
"Algar","Algar39","Grus canadensis",2019-07-26 12:56:29,"Adult","",2,2,"",FALSE,"E264",2,2,2
"Algar","Algar39","Ursus americanus",2019-08-14 12:03:24,"Adult","",1,1,"Travelling",FALSE,"E265",0,1,1
"Algar","Algar39","Rangifer tarandus",2019-09-01 06:10:13,"Adult","",1,2,"Foraging",FALSE,"E266",131,2,27
"Algar","Algar39","Rangifer tarandus",2019-09-01 07:00:16,"Adult","",1,2,"Foraging",FALSE,"E267",12,2,7
"Algar","Algar39","Rangifer tarandus",2019-10-06 15:12:32,"Adult","",1,1,"Inspecting camera",FALSE,"E268",11,1,7
"Algar","Algar39","Rangifer tarandus",2019-10-06 21:03:37,"Adult","",1,1,"Travelling",FALSE,"E269",4,1,4
"Algar","Algar39","Alces alces",2019-11-14 00:57:16,"Adult","Male",1,1,"Travelling",FALSE,"E270",2,1,3
"Algar","Algar61","Odocoileus virginianus",2018-11-18 20:20:31,"Adult","Female",1,1,"",FALSE,"E271",1483,1,18
"Algar","Algar61","Odocoileus virginianus",2018-11-22 22:23:23,"Adult","Female",1,1,"Travelling",FALSE,"E272",17,1,11
"Algar","Algar61","Odocoileus virginianus",2018-11-23 11:11:38,"Adult","Male",1,1,"Travelling",FALSE,"E273",7,1,7
"Algar","Algar61","Odocoileus virginianus",2018-11-26 07:40:29,"Adult","Male",1,1,"Travelling",FALSE,"E274",9,1,7
"Algar","Algar61","Odocoileus virginianus",2018-11-29 09:20:57,"Adult","Female",1,2,"Inspecting camera",FALSE,"E275",107,2,11
"Algar","Algar61","Odocoileus virginianus",2018-12-18 09:35:07,"Adult","Male",1,2,"Travelling",FALSE,"E276",413,2,12
"Algar","Algar61","Odocoileus virginianus",2018-12-19 02:53:50,"Adult","Female",1,2,"",FALSE,"E277",325,2,88
"Algar","Algar61","Odocoileus virginianus",2018-12-20 01:24:33,"Adult","Female",1,1,"Travelling",FALSE,"E278",16,1,8
"Algar","Algar61","Odocoileus virginianus",2018-12-20 18:21:18,"Adult","Female",1,1,"Travelling",FALSE,"E279",7,1,3
"Algar","Algar61","Odocoileus virginianus",2018-12-21 00:53:58,"Adult","Female",1,3,"Travelling",FALSE,"E280",75,3,19
"Algar","Algar61","Odocoileus virginianus",2019-01-08 13:43:26,"Adult","Female",1,1,"Travelling",FALSE,"E281",52,1,10
"Algar","Algar61","Martes americana",2019-01-11 06:09:40,"Adult","",1,1,"",FALSE,"E282",2,1,2
"Algar","Algar61","Odocoileus virginianus",2019-02-02 16:45:27,"Adult","Female",1,2,"Travelling",FALSE,"E283",174,2,20
"Algar","Algar61","Odocoileus virginianus",2019-02-07 02:28:29,"Unidentified","",1,1,"",FALSE,"E284",8,1,3
"Algar","Algar61","Odocoileus virginianus",2019-02-09 20:38:05,"Adult","Female",1,1,"Travelling",FALSE,"E285",10,1,7
"Algar","Algar61","Odocoileus virginianus",2019-02-12 11:30:33,"Adult","Female",1,1,"Travelling",FALSE,"E286",27,2,11
"Algar","Algar61","Odocoileus virginianus",2019-02-18 13:23:55,"Adult","",1,1,"",FALSE,"E287",111,1,17
"Algar","Algar61","Odocoileus virginianus",2019-02-26 13:21:06,"Adult","Female",1,1,"Travelling",FALSE,"E288",56,1,9
"Algar","Algar61","Odocoileus virginianus",2019-03-07 09:50:56,"Adult","Male",1,2,"",FALSE,"E289",636,2,33
"Algar","Algar61","Odocoileus virginianus",2019-03-19 08:35:02,"Adult","",1,1,"Travelling",FALSE,"E290",10,1,7
"Algar","Algar61","Odocoileus virginianus",2019-06-07 07:23:56,"Adult","",1,1,"Travelling",FALSE,"E291",16,1,10
"Algar","Algar61","Odocoileus virginianus",2019-06-10 00:59:16,"Adult","Female",1,1,"Travelling",FALSE,"E292",8,1,5
"Algar","Algar61","Odocoileus virginianus",2019-06-19 06:37:48,"Adult","Female",1,1,"Inspecting camera",FALSE,"E293",65,1,33
"Algar","Algar61","Ursus americanus",2019-06-22 07:03:59,"Adult","",1,1,"Inspecting camera",FALSE,"E294",51,1,16
"Algar","Algar61","Odocoileus virginianus",2019-06-23 08:16:46,"Adult","Female",1,1,"Travelling",FALSE,"E295",29,1,16
"Algar","Algar61","Odocoileus virginianus",2019-06-27 05:50:20,"Unidentified","",1,1,"",FALSE,"E296",10,1,3
"Algar","Algar61","Odocoileus virginianus",2019-07-04 15:27:06,"Adult","",1,1,"Travelling",FALSE,"E297",23,1,6
"Algar","Algar61","Odocoileus virginianus",2019-07-06 14:50:23,"Adult","",1,1,"",FALSE,"E298",0,1,1
"Algar","Algar61","Odocoileus virginianus",2019-07-15 21:16:30,"Adult","Male",1,1,"Foraging",FALSE,"E299",100,1,17
"Algar","Algar61","Odocoileus virginianus",2019-07-21 22:19:27,"Adult","Female",1,1,"Travelling",FALSE,"E300",76,1,9
"Algar","Algar61","Odocoileus virginianus",2019-08-08 18:17:47,"Adult","Female",1,1,"Travelling",FALSE,"E301",11,1,7
"Algar","Algar61","Odocoileus virginianus",2019-08-21 16:19:21,"Adult","Male",1,1,"Travelling",FALSE,"E302",8,1,6
"Algar","Algar61","Odocoileus virginianus",2019-09-07 10:40:19,"Adult","Male",1,1,"Foraging",FALSE,"E303",56,1,19
"Algar","Algar61","Martes americana",2019-10-28 03:37:16,"Adult","",1,1,"",FALSE,"E304",0,1,1
"Algar","Algar61","Odocoileus virginianus",2019-11-11 15:27:21,"Adult","Male",1,1,"Travelling",FALSE,"E305",3,1,3
"Algar","Algar61","Odocoileus virginianus",2019-11-12 08:53:35,"Adult","Male",1,1,"Foraging",FALSE,"E306",8,1,6
"Algar","Algar61","Odocoileus virginianus",2019-11-18 09:08:32,"Adult","Male",1,1,"Travelling",FALSE,"E307",14,1,5
"Algar","Algar62","Odocoileus virginianus",2018-12-29 18:45:04,"Adult","Male",1,1,"Travelling",FALSE,"E308",19,1,6
"Algar","Algar62","Odocoileus virginianus",2018-12-30 02:49:55,"Unidentified","",1,3,"Travelling",FALSE,"E309",38,3,5
"Algar","Algar62","Odocoileus virginianus",2018-12-30 20:25:24,"Unidentified","",1,3,"Travelling",FALSE,"E310",0,3,1
"Algar","Algar62","Odocoileus virginianus",2018-12-31 17:14:17,"Adult","",1,3,"Travelling",FALSE,"E311",22,3,13
"Algar","Algar62","Odocoileus virginianus",2019-01-08 21:16:42,"Adult","",1,2,"Travelling",FALSE,"E312",6,2,4
"Algar","Algar62","Odocoileus virginianus",2019-01-11 22:43:31,"Adult","",1,2,"Travelling",FALSE,"E313",35,3,14
"Algar","Algar62","Odocoileus virginianus",2019-01-12 02:34:06,"Adult","",1,2,"Travelling",FALSE,"E314",140,2,11
"Algar","Algar62","Odocoileus virginianus",2019-01-25 05:59:50,"Adult","Female",1,1,"Travelling",FALSE,"E315",4,1,4
"Algar","Algar62","Odocoileus virginianus",2019-02-03 05:59:47,"Adult","Female",1,1,"Travelling",FALSE,"E316",0,1,1
"Algar","Algar62","Odocoileus virginianus",2019-04-08 08:02:19,"Adult","",1,1,"Travelling",FALSE,"E317",3,1,3
"Algar","Algar62","Odocoileus virginianus",2019-04-15 04:16:11,"Adult","",1,1,"Travelling",FALSE,"E318",0,1,1
"Algar","Algar62","Odocoileus virginianus",2019-04-26 17:11:16,"Adult","Male",1,1,"Other",FALSE,"E319",397,1,38
"Algar","Algar62","Odocoileus virginianus",2019-05-02 17:40:50,"Adult","Male",1,1,"Foraging",FALSE,"E320",6,1,4
"Algar","Algar62","Odocoileus virginianus",2019-05-04 17:07:06,"Adult","Male",1,1,"Travelling",FALSE,"E321",6,1,4
"Algar","Algar62","Odocoileus virginianus",2019-05-19 12:53:48,"Adult","Male",1,1,"Travelling",FALSE,"E322",1,1,2
"Algar","Algar62","Odocoileus virginianus",2019-05-22 12:54:40,"Adult","Male",1,1,"Travelling",FALSE,"E323",3,1,3
"Algar","Algar62","Odocoileus virginianus",2019-05-23 15:30:18,"Adult","Male",1,1,"Travelling",FALSE,"E324",8,1,5
"Algar","Algar62","Odocoileus virginianus",2019-05-28 15:48:56,"Adult","Male",1,1,"Travelling",FALSE,"E325",1,1,2
"Algar","Algar62","Odocoileus virginianus",2019-06-05 22:40:53,"Adult","Male",1,1,"Travelling",FALSE,"E326",4,1,3
"Algar","Algar62","Odocoileus virginianus",2019-06-07 00:47:55,"Adult","Male",1,1,"Travelling",FALSE,"E327",5,1,4
"Algar","Algar62","Odocoileus virginianus",2019-06-07 04:32:37,"Adult","Female",1,1,"Travelling",FALSE,"E328",4,1,3
"Algar","Algar62","Odocoileus virginianus",2019-06-15 08:57:34,"Adult","Male",1,1,"Travelling",FALSE,"E329",6,1,4
"Algar","Algar62","Odocoileus virginianus",2019-06-15 16:34:32,"Adult","Male",1,1,"Inspecting camera",FALSE,"E330",18,1,6
"Algar","Algar62","Odocoileus virginianus",2019-06-17 11:02:50,"Adult","Male",1,1,"Inspecting camera",FALSE,"E331",19,1,3
"Algar","Algar62","Odocoileus virginianus",2019-06-20 06:25:29,"Adult","Female",1,1,"Travelling",FALSE,"E332",25,1,6
"Algar","Algar62","Odocoileus virginianus",2019-06-22 07:02:48,"Adult","Male",1,1,"Travelling",FALSE,"E333",6,1,4
"Algar","Algar62","Ursus americanus",2019-06-23 11:04:38,"Adult","",1,1,"Travelling",FALSE,"E334",12,1,5
"Algar","Algar62","Ursus americanus",2019-06-24 08:44:57,"Adult","",1,3,"Travelling",FALSE,"E335",40,3,6
"Algar","Algar62","Odocoileus virginianus",2019-06-28 10:36:44,"Adult","Female",1,1,"Travelling",FALSE,"E336",5,1,4
"Algar","Algar62","Canis lupus",2019-07-01 15:59:38,"Adult","",1,1,"Travelling",FALSE,"E337",0,1,1
"Algar","Algar62","Canis lupus",2019-07-04 18:29:44,"Adult","",1,1,"Travelling",FALSE,"E338",12,1,3
"Algar","Algar62","Odocoileus virginianus",2019-07-13 05:31:00,"Adult","Female",1,1,"Travelling",FALSE,"E339",9,1,6
"Algar","Algar62","Ursus americanus",2019-07-15 09:29:42,"Adult","",1,1,"Travelling",FALSE,"E340",3,1,3
"Algar","Algar62","Canis lupus",2019-08-12 04:28:28,"Adult","",1,1,"Travelling",FALSE,"E341",0,1,1
"Algar","Algar62","Odocoileus virginianus",2019-08-20 07:55:42,"Adult","Female",1,1,"Foraging",FALSE,"E342",8,1,7
"Algar","Algar62","Odocoileus virginianus",2019-08-20 19:33:48,"Adult","Male",1,1,"Foraging",FALSE,"E343",19,1,8
"Algar","Algar62","Odocoileus virginianus",2019-08-21 21:39:18,"Adult","Male",1,1,"Foraging",FALSE,"E344",19,1,8
"Algar","Algar62","Odocoileus virginianus",2019-08-21 23:35:24,"Adult","Male",1,1,"Travelling",FALSE,"E345",12,1,6
"Algar","Algar62","Odocoileus virginianus",2019-08-22 06:05:48,"Adult","Male",1,1,"Travelling",FALSE,"E346",7,1,6
"Algar","Algar62","Odocoileus virginianus",2019-08-27 19:54:41,"Adult","",1,3,"Travelling",FALSE,"E347",28,3,13
"Algar","Algar62","Odocoileus virginianus",2019-09-04 04:43:34,"Adult","Female",1,1,"Travelling",FALSE,"E348",47,1,8
"Algar","Algar62","Odocoileus virginianus",2019-09-09 13:18:38,"Juvenile","",1,1,"Travelling",FALSE,"E349",6,1,5
"Algar","Algar62","Ursus americanus",2019-09-12 17:48:41,"Adult","",1,2,"Travelling",FALSE,"E350",9,2,2
"Algar","Algar62","Ursus americanus",2019-09-20 18:45:45,"Adult","",1,1,"Travelling",FALSE,"E351",0,1,1
"Algar","Algar62","Ursus americanus",2019-09-27 18:20:17,"Adult","",1,3,"Travelling",FALSE,"E352",29,3,4
"Algar","Algar62","Lynx canadensis",2019-10-09 17:19:09,"Adult","",1,1,"Travelling",FALSE,"E353",0,1,1
"Algar","Algar62","Lepus americanus",2019-11-06 04:15:13,"Adult","",1,1,"",FALSE,"E354",0,1,1
"Algar","Algar63","Odocoileus virginianus",2018-11-20 17:36:40,"Adult","Female",1,1,"Travelling",FALSE,"E355",14,1,8
"Algar","Algar63","Odocoileus virginianus",2018-11-21 12:43:02,"Unidentified","",1,1,"",FALSE,"E356",2,1,2
"Algar","Algar63","Odocoileus virginianus",2018-11-25 23:06:41,"Adult","Female",1,1,"Travelling",FALSE,"E357",4,1,4
"Algar","Algar63","Odocoileus virginianus",2018-11-26 07:38:13,"Adult","Male",1,1,"Travelling",FALSE,"E358",6,1,5
"Algar","Algar63","Odocoileus virginianus",2018-12-11 22:12:44,"Adult","Female",1,1,"Travelling",FALSE,"E359",98,1,3
"Algar","Algar63","Odocoileus virginianus",2018-12-12 13:56:35,"Adult","Male",1,1,"Travelling",FALSE,"E360",6,1,5
"Algar","Algar63","Odocoileus virginianus",2018-12-30 02:17:23,"Adult","",1,1,"",FALSE,"E361",18,1,3
"Algar","Algar63","Odocoileus virginianus",2019-01-19 13:49:54,"Unidentified","",2,3,"Other",FALSE,"E362",30,3,6
"Algar","Algar63","Martes americana",2019-02-12 09:38:11,"Adult","",1,1,"",FALSE,"E363",0,1,1
"Algar","Algar63","Odocoileus virginianus",2019-02-14 01:20:24,"Adult","Female",1,1,"Travelling",FALSE,"E364",3,1,4
"Algar","Algar63","Lepus americanus",2019-03-15 00:45:23,"Unidentified","",1,1,"",FALSE,"E365",1,1,2
"Algar","Algar63","Canis lupus",2019-04-13 20:39:53,"Adult","",1,1,"Travelling",FALSE,"E366",0,1,1
"Algar","Algar63","Odocoileus virginianus",2019-04-23 08:17:23,"Adult","Male",1,1,"Travelling",FALSE,"E367",0,1,1
"Algar","Algar63","Odocoileus virginianus",2019-05-06 16:09:25,"Adult","Male",1,1,"Travelling",FALSE,"E368",288,1,10
"Algar","Algar63","Odocoileus virginianus",2019-05-08 17:41:32,"Adult","",1,1,"Travelling",FALSE,"E369",6,1,3
"Algar","Algar63","Odocoileus virginianus",2019-06-06 12:09:43,"Adult","Female",1,1,"Foraging",FALSE,"E370",14,1,9
"Algar","Algar63","Odocoileus virginianus",2019-06-14 14:12:48,"Adult","Female",1,1,"Foraging",FALSE,"E371",1,1,2
"Algar","Algar63","Odocoileus virginianus",2019-06-16 07:14:27,"Adult","",1,1,"Travelling",FALSE,"E372",0,1,1
"Algar","Algar63","Rangifer tarandus",2019-07-04 05:34:03,"Adult","",1,1,"Inspecting camera",FALSE,"E373",97,1,23
"Algar","Algar63","Odocoileus virginianus",2019-07-10 20:06:48,"Adult","Female",1,1,"Travelling",FALSE,"E374",3,1,2
"Algar","Algar63","Odocoileus virginianus",2019-07-19 08:09:06,"Adult","Male",1,1,"Travelling",FALSE,"E375",1217,1,7
"Algar","Algar63","Rangifer tarandus",2019-07-24 04:20:11,"Adult","",2,2,"Foraging",FALSE,"E376",40,2,15
"Algar","Algar63","Odocoileus virginianus",2019-07-28 08:05:59,"Juvenile","",1,1,"Foraging",FALSE,"E377",1399,2,33
"Algar","Algar63","Odocoileus virginianus",2019-08-20 18:47:21,"Juvenile","",1,1,"Foraging",FALSE,"E378",15,1,9
"Algar","Algar63","Odocoileus virginianus",2019-08-20 19:47:45,"Adult","Female",1,1,"Travelling",FALSE,"E379",1,1,2
"Algar","Algar63","Odocoileus virginianus",2019-08-20 21:31:26,"Adult","",1,2,"Foraging",FALSE,"E380",834,2,21
"Algar","Algar63","Odocoileus virginianus",2019-11-19 02:47:39,"Adult","Male",1,1,"Travelling",FALSE,"E381",2,1,2
"Algar","Algar64","Alces alces",2019-05-21 08:43:21,"Adult","Female",1,1,"Travelling",FALSE,"E382",4,1,3
"Algar","Algar64","Alces alces",2019-06-08 08:17:19,"Adult","",1,3,"Foraging",FALSE,"E383",14,3,7
"Algar","Algar64","Rangifer tarandus",2019-06-26 15:06:14,"Adult","",1,1,"Travelling",FALSE,"E384",0,1,1
"Algar","Algar64","Rangifer tarandus",2019-06-27 06:35:38,"Adult","",1,1,"Foraging",FALSE,"E385",3,1,3
"Algar","Algar64","Grus canadensis",2019-06-30 21:23:32,"Adult","",1,1,"",FALSE,"E386",2,1,2
"Algar","Algar64","Rangifer tarandus",2019-07-18 11:01:30,"Adult","",1,1,"Travelling",FALSE,"E387",0,1,1
"Algar","Algar64","Rangifer tarandus",2019-07-23 22:10:17,"Adult","",1,1,"Inspecting camera",FALSE,"E388",13,1,5
"Algar","Algar64","Rangifer tarandus",2019-07-31 20:30:08,"Adult","",1,1,"Foraging",FALSE,"E389",46,1,16
"Algar","Algar64","Rangifer tarandus",2019-08-03 07:20:36,"Adult","",1,1,"Foraging",FALSE,"E390",40,1,18
"Algar","Algar64","Rangifer tarandus",2019-08-04 03:00:53,"Adult","",1,1,"Foraging",FALSE,"E391",215,1,38
"Algar","Algar64","Rangifer tarandus",2019-08-04 05:06:50,"Adult","",1,1,"Foraging",FALSE,"E392",154,1,44
"Algar","Algar65","Alces alces",2018-11-22 23:01:07,"Adult","",1,3,"",FALSE,"E393",552,3,11
"Algar","Algar65","Alces alces",2018-11-29 00:54:48,"Adult","Female",1,1,"Foraging",FALSE,"E394",101,1,9
"Algar","Algar65","Alces alces",2018-11-29 09:04:05,"Adult + Juvenile","Female",1,2,"Travelling",FALSE,"E395",7,2,4
"Algar","Algar65","Alces alces",2018-12-02 03:26:02,"Adult","Female",1,1,"Travelling",FALSE,"E396",7,1,4
"Algar","Algar65","Alces alces",2018-12-02 09:03:19,"Adult","Female",1,1,"Travelling",FALSE,"E397",5,1,3
"Algar","Algar65","Alces alces",2018-12-02 16:30:53,"Adult","Female",1,1,"Travelling",FALSE,"E398",12,1,3
"Algar","Algar65","Alces alces",2018-12-07 23:44:11,"Adult","Male",1,1,"Travelling",FALSE,"E399",91,1,25
"Algar","Algar65","Alces alces",2018-12-08 21:53:00,"Adult","Female",1,1,"Foraging",FALSE,"E400",17,1,7
"Algar","Algar65","Alces alces",2018-12-09 13:29:36,"Adult","",1,1,"",FALSE,"E401",0,1,1
"Algar","Algar65","Alces alces",2018-12-10 05:38:08,"Adult","",1,1,"",FALSE,"E402",489,1,28
"Algar","Algar65","Alces alces",2018-12-10 11:48:29,"Adult","Female",1,1,"Foraging",FALSE,"E403",183,1,32
"Algar","Algar65","Alces alces",2018-12-24 21:09:48,"Adult","Male",1,3,"Travelling",FALSE,"E404",91,3,14
"Algar","Algar65","Alces alces",2018-12-27 03:44:49,"Adult","",1,1,"",FALSE,"E405",48,4,6
"Algar","Algar65","Alces alces",2019-01-01 13:00:25,"Adult","Male",1,1,"Travelling",FALSE,"E406",6,1,3
"Algar","Algar65","Alces alces",2019-01-23 09:07:14,"Adult","Male",1,1,"Travelling",FALSE,"E407",14,1,5
"Algar","Algar65","Alces alces",2019-01-30 10:54:09,"Adult","Male",1,1,"Travelling",FALSE,"E408",4,1,2
"Algar","Algar65","Alces alces",2019-02-03 16:08:47,"Adult","Male",1,1,"Travelling",FALSE,"E409",6,1,3
"Algar","Algar65","Alces alces",2019-02-09 09:05:29,"Adult","Male",1,1,"Travelling",FALSE,"E410",114,1,4
"Algar","Algar65","Alces alces",2019-02-12 13:27:01,"Adult","Male",1,1,"Foraging",FALSE,"E411",339,1,63
"Algar","Algar65","Alces alces",2019-02-14 00:01:38,"Adult","",1,1,"Foraging",FALSE,"E412",64,1,13
"Algar","Algar65","Alces alces",2019-02-18 10:21:20,"Adult","",1,1,"Travelling",FALSE,"E413",0,1,1
"Algar","Algar65","Alces alces",2019-02-23 17:01:39,"Adult","Male",1,1,"Travelling",FALSE,"E414",6,1,4
"Algar","Algar65","Martes americana",2019-03-12 13:35:47,"Unidentified","",1,1,"",FALSE,"E415",0,1,1
"Algar","Algar65","Alces alces",2019-04-11 07:13:00,"Adult","",1,1,"Foraging",FALSE,"E416",1020,1,215
"Algar","Algar65","Alces alces",2019-04-21 15:47:08,"Adult","Male",1,1,"Foraging",FALSE,"E417",59,1,11
"Algar","Algar65","Grus canadensis",2019-06-27 10:59:56,"Adult","",1,1,"",FALSE,"E418",61,1,2
"Algar","Algar66","Rangifer tarandus",2019-05-06 10:59:37,"Adult","",1,1,"Travelling",FALSE,"E419",11,1,5
"Algar","Algar66","Grus canadensis",2019-06-17 08:31:35,"Adult","",1,1,"Travelling",FALSE,"E420",6,1,3
"Algar","Algar66","Rangifer tarandus",2019-06-29 21:40:40,"Adult","",1,1,"Travelling",FALSE,"E421",4,1,2
"Algar","Algar66","Odocoileus virginianus",2019-07-05 07:24:59,"Adult","Female",1,1,"Travelling",FALSE,"E422",6,1,3
"Algar","Algar66","Grus canadensis",2019-08-08 15:57:05,"Adult","",1,1,"Travelling",FALSE,"E423",4,1,3
"Algar","Algar67","Grus canadensis",2019-04-30 15:55:59,"Adult","",1,2,"",FALSE,"E424",0,2,1
"Algar","Algar67","Grus canadensis",2019-05-07 07:40:13,"Adult","",1,1,"",FALSE,"E425",1,1,2
"Algar","Algar67","Odocoileus virginianus",2019-05-10 06:52:33,"Adult","",1,1,"Travelling",FALSE,"E426",5,1,4
"Algar","Algar67","Alces alces",2019-05-18 21:33:11,"Adult","",1,1,"Travelling",FALSE,"E427",13,1,10
"Algar","Algar67","Odocoileus virginianus",2019-06-06 18:54:06,"Adult","",1,2,"Travelling",FALSE,"E428",168,2,5
"Algar","Algar67","Grus canadensis",2019-06-10 10:42:39,"Adult","",1,2,"Foraging",FALSE,"E429",4,2,2
"Algar","Algar67","Grus canadensis",2019-06-11 12:02:11,"Adult","",2,2,"Foraging",FALSE,"E430",4,2,3
"Algar","Algar67","Grus canadensis",2019-06-14 08:25:05,"Adult","",1,1,"",FALSE,"E431",0,1,1
"Algar","Algar67","Grus canadensis",2019-06-16 06:07:11,"Adult","",2,2,"Travelling",FALSE,"E432",2,2,3
"Algar","Algar67","Grus canadensis",2019-06-16 10:24:28,"Adult","",1,1,"",FALSE,"E433",0,1,1
"Algar","Algar67","Grus canadensis",2019-06-20 08:30:01,"Adult","",1,1,"Travelling",FALSE,"E434",5,1,4
"Algar","Algar67","Grus canadensis",2019-06-25 06:59:06,"Adult","",1,1,"Foraging",FALSE,"E435",9,1,7
"Algar","Algar67","Grus canadensis",2019-07-03 18:04:35,"Adult","",4,4,"",FALSE,"E436",0,4,1
"Algar","Algar67","Odocoileus virginianus",2019-07-14 15:46:38,"Adult","",1,1,"",FALSE,"E437",0,1,1
"Algar","Algar67","Grus canadensis",2019-07-15 07:28:49,"Adult","",1,2,"Travelling",FALSE,"E438",14,2,6
"Algar","Algar67","Grus canadensis",2019-07-20 07:51:38,"Adult","",1,2,"Foraging",FALSE,"E439",8,2,4
"Algar","Algar67","Alces alces",2019-07-22 22:22:01,"Juvenile","",2,3,"Travelling",FALSE,"E440",14,3,10
"Algar","Algar67","Grus canadensis",2019-08-11 14:56:37,"Adult","",2,2,"Travelling",FALSE,"E441",1,2,2
"Algar","Algar67","Grus canadensis",2019-08-24 15:24:11,"Adult + Juvenile","",2,2,"Travelling",FALSE,"E442",24,2,2
"Algar","Algar67","Canis lupus",2019-11-05 10:42:51,"Adult","",1,3,"Travelling",FALSE,"E443",42,3,6
"Algar","Algar68","Alces alces",2018-11-17 11:38:18,"Adult","Male",1,1,"",FALSE,"E444",173,1,20
"Algar","Algar68","Alces alces",2018-12-08 09:25:07,"Adult","Male",1,1,"",FALSE,"E445",25,1,7
"Algar","Algar68","Grus canadensis",2019-05-01 15:38:13,"Adult","",2,2,"Foraging",FALSE,"E446",1241,2,6
"Algar","Algar68","Grus canadensis",2019-05-01 16:29:01,"Adult","",1,2,"Foraging",FALSE,"E447",56,2,8
"Algar","Algar68","Grus canadensis",2019-05-26 11:03:21,"Adult","",1,1,"Travelling",FALSE,"E448",9,1,3
"Algar","Algar68","Ursus americanus",2019-07-20 22:02:52,"Adult","",1,1,"Travelling",FALSE,"E449",1,1,2
"Algar","Algar69","Odocoileus virginianus",2018-11-14 19:05:52,"Adult","Male",1,1,"Travelling",FALSE,"E450",8,1,6
"Algar","Algar69","Odocoileus virginianus",2018-11-15 07:31:15,"Adult","Male",1,1,"Travelling",FALSE,"E451",27,1,11
"Algar","Algar69","Lynx canadensis",2018-11-17 08:07:36,"Adult","",1,1,"Travelling",FALSE,"E452",5,1,3
"Algar","Algar69","Odocoileus virginianus",2018-11-17 18:36:50,"Unidentified","Male",1,1,"Travelling",FALSE,"E453",10,1,7
"Algar","Algar69","Odocoileus virginianus",2018-11-21 07:44:50,"Adult","Female",1,1,"Travelling",FALSE,"E454",18,1,8
"Algar","Algar69","Odocoileus virginianus",2018-11-21 08:17:14,"Adult","Male",1,1,"Travelling",FALSE,"E455",92,1,6
"Algar","Algar69","Odocoileus virginianus",2018-11-22 03:19:37,"Adult","Male",1,1,"Travelling",FALSE,"E456",7,1,6
"Algar","Algar69","Odocoileus virginianus",2018-12-08 00:15:12,"Adult","Female",1,1,"Travelling",FALSE,"E457",20,1,10
"Algar","Algar69","Odocoileus virginianus",2018-12-08 04:04:48,"Adult","Female",1,1,"Travelling",FALSE,"E458",9,1,8
"Algar","Algar69","Odocoileus virginianus",2018-12-09 02:12:19,"Adult","Male",1,1,"Travelling",FALSE,"E459",8,1,7
"Algar","Algar69","Odocoileus virginianus",2018-12-14 09:48:34,"Adult","Male",1,3,"Travelling",FALSE,"E460",618,3,36
"Algar","Algar69","Lynx canadensis",2018-12-14 23:17:02,"Adult","",1,1,"",FALSE,"E461",124,1,3
"Algar","Algar69","Odocoileus virginianus",2018-12-17 07:16:41,"Adult","Male",1,1,"",FALSE,"E462",0,1,1
"Algar","Algar69","Odocoileus virginianus",2019-04-03 12:40:39,"Adult","Female",1,1,"Foraging",FALSE,"E463",5,1,4
"Algar","Algar69","Odocoileus virginianus",2019-04-14 09:49:18,"Adult","",1,1,"Travelling",FALSE,"E464",48,1,5
